"Incident ID",Year,Month,Day,Country,Region,District,City,UN,INGO,LNGO/NRCS,ICRC,IFRC,Other,"Nationals killed","Nationals wounded","Nationals kidnapped","Total nationals","Internationals killed","Internationals wounded","Internationals kidnapped","Total internationals","Total killed","Total wounded","Total kidnapped","Total affected","Gender Male","Gender Female","Gender Unknown","Means of attack","Attack context",Location,Latitude,Longitude,"Actor type","Actor name",Details,Verified,Source
1533,2012,3,21,"Syrian Arab Republic","Rural Damascus",Douma,Douma,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,"Other Explosives",Combat/Crossfire,Office/compound,33.57175,36.4027,Unknown,Unknown,"Two IO contracted drivers were injured during an explosion nearby a SARC (IO Partner) warehouse.",Yes,"Focal Point"
1498,2012,3,27,Cameroon,Buea,,,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Unknown,Raid,Home,4.1671179,9.2427429,Unknown,Unknown,"One aid worker was injured by armed robbers in his private home.",Yes,"Focal Point"
1476,2012,3,28,Sudan,"North Darfur",Kabkabiya,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,"Individual attack",Office/compound,16,26,Unknown,Unknown,"One UN national staff member was shot and wounded by an unknown assailant while he was exiting the UN compound in Kabkabiya.",Yes,"Focal Point"
1293,2012,3,29,Pakistan,Balochistan,Mastung,Mastung,3,0,0,0,0,0,2,1,0,3,0,0,0,0,2,1,0,3,3,0,0,Shooting,Ambush,Road,29.800043,66.8500394,Unknown,Unknown,"Two national staffers of a UN agency were shot dead when unidentified gunmen attacked a vehicle. Another employee of the UN agency sustained serious injuries in the attack.",Yes,"Focal Point"
1286,2012,3,31,Afghanistan,Herat,"Ghoryan ","Chashma-e Dam",0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,0,0,Kidnapping,Ambush,Road,34.3448,61.49321,Unknown,Unknown,"Three national staff members of a demining NGO were abducted along with their marked vehicle while they were in transit to their project site. Information has surfaced that one of the three abductees was released on the 11th of April, and two days later (i.e. the 13th of April), the remaining two were released.",Yes,"Official Report"
1285,2012,4,5,Afghanistan,Badakhshan,Kishim,"Sari Chawk",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,"Body-borne IED",Unknown,Unknown,36.80606,70.10436,Unknown,Unknown,"A national staffer of an INGO was injured when a BBIED detonated against a pro-government Militia commander. The blast killed 2 people--including the commander--and injured an additional 16 (including one of the commander's bodyguards, 1 ANP and 1 local employee of an INGO)",Yes,"Official Report"
1513,2012,4,12,Somalia,Bay,Baydhaba,Baydhaba,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,"Bodily assault",Detention,Custody,3.116667,43.65,"Police or paramilitary",Police,"One national UN staff and a one local NGO staff were arrested shortly after a grenade attack and severely beaten during their detention, until their status was clarified and they were released. The UN staff was medevaced from Baidoa to Nairobi.",Yes,"Official Report"
1313,2012,4,13,"South Sudan","Upper Nile",Fashoda,Kodok,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,2,0,0,Kidnapping,Ambush,Road,9.9041,32.06429,"Non-state armed group: Unknown","Not applicable","2 INGO staff (1 international and 1 national) were stopped by militia who held them for roughly two weeks before they were released, in poor physical shape, in May.",Yes,"Official Report"
1484,2012,4,14,Afghanistan,Kandahar,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,31.6257334,65.7145053,Unknown,Unknown,"One national staff driver was attacked while in transit - as he ran to a checkpoint he was shot in the leg.",Yes,"Focal Point"
1284,2012,4,15,Afghanistan,Ghowr,Chaghcharan,Maidanak,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,Kidnapping,Ambush,Road,34.51952,65.25094,"Non-state armed group: Unknown","Not applicable","An armed group abducted a female NGO national staff member on duty along with her son while they were travelling to Chaghcharan City by motorcycle. On the 17th of April, both of them were released unharmed in the said area in Shahrak following the negotiation held by a member of parliament.",Yes,"Official Report"
1283,2012,4,21,Yemen,"Al Hodeidah","Al Mina","Al Hodeidah (near)",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,14.79781,42.95452,"Non-state armed group: Subnational","Ansar al-Sharia","Armed men kidnapped a French international staffer of as he was travelling from north Yemen to the Red Sea port city of Hudaida. After being held for three months, the victim was released; handed over by a group called Ansar al-Shari'a in Shabwa. Still unclear who was behind the kidnapping.",Pending,Media
1294,2012,4,24,"Syrian Arab Republic","Rural Damascus",Douma,Douma,0,0,0,0,4,0,1,3,0,4,0,0,0,0,1,3,0,4,1,0,3,Shooting,Ambush,Road,33.57175,36.4027,Unknown,Unknown,"A local Red Crescnet volunteer was killed and three others wounded when their vehicle, clearly markd withthe Red Crescent emblem, was fired upon. Circumstances and perpetrators were unclear.",Yes,"Official Report"
1295,2012,4,25,Afghanistan,Herat,Guzara,"Cotton Factory area",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Bodily assault","Individual attack",Office/compound,34.34817,62.19967,Unknown,Unknown,"An INGO national staff guard was found murdered by unknown perpetrators in the INGO compound guard quarters. The killing is suspected to have been related to personal issues.",Yes,"Official Report"
1462,2012,4,26,"Syrian Arab Republic",Damascus,Damascus,Damascus,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting,Ambush,Road,33.5130695,36.3095814,Unknown,Unknown,"A national staff was shot and killed while traveling in a car at night by unknown assailants.",Yes,"Focal Point"
1296,2012,4,28,Afghanistan,Kundoz,"Imam Sahib","District Center",0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,"Individual attack",Home,37.18897,68.93644,Unaffiliated,"Not applicable","An NGO staff member was killed at his private residence by an armed intruder who he discovered in the midst of a robbery.",Yes,"Official Report"
1320,2012,4,28,"South Sudan",Unity,,,3,1,0,0,0,0,0,0,1,1,0,0,3,3,0,0,4,4,4,0,0,Kidnapping,Ambush,Road,8.927721,29.788925,"Non-state armed group: Unknown","Not applicable","Three internationals and one national working on a UN demining project were abducted by militia (dressed in SPLA uniforms) from Unity South Sudan, brought to Kahrtoum, and held until 20 May",Yes,Media
1298,2012,5,2,Afghanistan,Ghowr,Chaghcharan,"Chaghcharan (Jare Kassi)",0,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,2,2,0,0,Shooting,Raid,Office/compound,34.51952,65.25094,Unknown,Unknown,"An INGO international staff member was killed in his room and another wounded when a group of four armed men raided the INGO compound. Internationals were clearly targeted.",Yes,"Official Report"
1477,2012,5,5,Niger,Tillaberi,Niamey,Niamey,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Ambush,Road,13.51366,2.1098,Unknown,Unknown,"One INGO national staff member was pulled off his motorbike (by a rope strung across a passage) and beaten and robbed. He was severely wounded in the face.",Yes,"Focal Point"
1299,2012,5,7,"South Sudan","Eastern Equatoria","Kapoeta East",Cherokee,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting,Unknown,Unknown,4.9,33.8,Unknown,Unknown,"A national contractor of a UN agency was shot and killed",Yes,"Official Report"
1300,2012,5,9,Somalia,Bay,Baydhaba,Baydhaba,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,"Individual attack","Public location",3.116667,43.65,Unknown,Unknown,"An INGO Project Coordinator was shot and killed while leaving a mosque after evening prayers.",Yes,Media
1465,2012,5,10,Kenya,"North Eastern",Garissa,"Garissa, Dadaab",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Combat/Crossfire,"Public location",0.046821,40.310412,Unknown,Unknown,"One INGO staff member was wounded when hit by a stray bullet when two people shot a Kenya Police Reservist (KPR) at close range at Wamo bus stage.",Yes,"Official Report"
1301,2012,5,13,Afghanistan,Nangarhar,"Kaz Kunar ","IVO Salampur Village",0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,5,0,0,Kidnapping,Raid,"Project site",34.59205,70.59628,Unknown,Unknown,"Six national NGO demining staff were abducted from a field camp. The youngest was released a few hours later (hence not counted)",Yes,"Official Report"
1302,2012,5,17,"South Sudan",Jonglei,Pibor,"Pibor Post",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Unknown,"Public location",6.799846,33.126794,"Non-state armed group: National","Sudan People's Liberation Army (SPLA)","A national NGO staffer was shot and wounded by an SPLA soldier.",Yes,"Official Report"
1303,2012,5,18,"DR Congo","North Kivu",Goma,Goma,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Raid,Home,1.658501,29.220455,Unknown,Unknown,"A national staffer of a UN agency was shot and killed in his home in Goma by unknown assailants.",Yes,"Official Report"
1304,2012,5,18,"South Sudan","Western Bahr el Ghazal",Wau,Wau,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,"Bodily assault","Individual attack",Office/compound,7.6999269,27.9910035,"Staff member","Not applicable","One staffer of a UN agency was attacked and beaten severely with a stick in his office. The attack was reportedly related to an employment administrative issue.",Yes,"Official Report"
1512,2012,5,19,Somalia,Galguduud,Abudwak,Balambale,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,Shooting,Raid,Office/compound,5,47,Unknown,Unknown,"Two LNGO staff were seriously injured when unknown gunmen reportedly opened fire at the LNGO compound. The motive of the attack is reportedly related to a dispute over goat and cash distributions carried out by the NGO in the area.",Yes,"Official Report"
1502,2012,5,20,"South Sudan",Lakes,"Rumbek Centre",Rumbek,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack","Public location",6.75,30,Unaffiliated,"Not applicable","One UN national staff member was assaulted by his in-laws in a domestic dispute and was treated at state hospital.",Yes,"Official Report"
1501,2012,5,21,"South Sudan",Jonglei,Bor,Bor,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack","Public location",6.219415,31.549315,Unknown,Unknown,"One UN national staff member was seriously injured when five unknown persons attacked him and his spouse using oaks and wooden sticks.",Yes,"Official Report"
1305,2012,5,22,Afghanistan,Badakhshan,"Yaftali Sufla","Shelk Haza (near)",0,4,0,0,0,0,0,0,2,2,0,0,2,2,0,0,4,4,2,2,0,Kidnapping,Ambush,Road,37.31078,70.36839,"Non-state armed group: National",Unknown,"Two female international staff of an INGO and two male national staff were kidnapped on the road (where they were on horseback) by anti-government forces. Their two hired guides were also briefly held then released; an additional national staff was held but released in less than 24 hours. UPDATE: International Security Assistance Force rescued all four kidnapped staff on 2 June 2012.",Yes,"Focal Point"
1495,2012,5,28,Haiti,West,"Port au Prince","Port au Prince",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,"Individual attack","Project site",18.533333,-72.333333,Unaffiliated,"Not applicable","A guard at an INGO school was singled out and executed while at the school. The motivation for the shooting was related to his connections and personal issues within the community.",Yes,"Focal Point"
1307,2012,5,29,Pakistan,Balochistan,Quetta,Quetta,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,30.182971,66.998734,Unknown,Unknown,"A driver of an NGO was wounded when unidentified people opened fire on the vehicle he was driving in Khuzdar District.",Pending,Media
1478,2012,6,6,"South Sudan","Central Equatoria",Juba,Juba,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"Bodily assault",Ambush,Road,4.8472017,31.5951655,Unknown,Unknown,"One national staff driver for an INGO was ambushed by unknown persons in town, beaten, and some items stolen.",Yes,"Focal Point"
1308,2012,6,11,Afghanistan,"Sar-e Pol",Sar-e-Pol,"Sar-e-Pol Shibirghan Road (near Qush Tepa)",0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Roadside IED",Ambush,Road,35.5532126,66.2426766,Unknown,Unknown,"A national NGO ambulance driver was killed by an IED, along with two relatives of the patient they were transporting. The patient and one other relative were injured.",Yes,"Official Report"
1321,2012,6,14,"South Sudan","Central Equatoria",Juba,Juba,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Ambush,Road,4.843303,31.588554,"Police or paramilitary",Police,"A UN Agency national staffer was stopped, beaten, and robbed by six armed police personnel in uniform near the Doha Fuel Station in Gudele, Four of the policemen were in black uniform and the other two were wearing the brown auxiliary police outfit. The victim was hospitalized.",Yes,"Official Report"
1511,2012,6,15,Kenya,"North Eastern",Garissa,"Ifo Camp area, Dadaab",0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,"Vehicle-born IED","Individual attack","Project site",-0.45275,39.64601,Unknown,Unknown,"Two national staffs working for an INGO were injured and had to medevaced to Garissa and Nairobi after a vehicle, which the two were leaving at the time, belonging to the chair-lady of Ifo camp was hit by an RCIED in Ifo camp.",Yes,"Official Report"
1485,2012,6,16,Afghanistan,Kandahar,Panjwayi,"Sperwan Ghar",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Roadside IED",Ambush,Road,31.490446,65.415074,"Non-state armed group: Unknown","Not applicable","One local subcontractor was wounded (and 2 local villagers killed) in a roadside IED blast.",Yes,"Focal Point"
1309,2012,6,17,"South Sudan","Central Equatoria",Juba,Nesitu,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Detention,Custody,4.75,31,"Host State","Sudan People's Liberation Army (SPLA)","A UN staff member was detained overnight and repeatedly beaten by SPLA soldiers over an alleged land dispute. He was released on 18 June.",Yes,"Official Report"
1310,2012,6,17,Afghanistan,Khost,Bak,"Bak-Sabari Road",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,33.33951,69.92041,Unknown,Unknown,"A INGO staff member was wounded when their vehicle was fired on at a road block in a suspected roadside robbery attempt.",Yes,"Official Report"
1544,2012,6,19,Tunisia,Medenine,"Ben Gardane","Choucha Refugee Camp",0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,1,1,0,"Bodily assault","Individual attack","Project site",33.13783,11.21965,"Aid recipient","Not applicable","Two national staff were injured in an assault during distribution at the refugee camp.",Yes,"Focal Point"
1545,2012,6,19,Afghanistan,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack",Unknown,33.93911,67.709953,Unknown,Unknown,"One national male doctor was beaten by unknown armed insurgents over a personal matter.",Yes,"Focal Point"
1311,2012,6,20,Yemen,Abyan,"Al Mahfad",,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Aerial bombardment",Combat/Crossfire,Road,13.6291,46.126,"Host State","Yemeni Armed Forces","A national staffer of the ICRC was killed in a government airstrike while on the road with three colleagues",Pending,Media
1312,2012,6,22,"Syrian Arab Republic","Deir ez-Zor",,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Unknown,"Project site",35.3333335,40.1499999,Unknown,Unknown,"A Syrian Red Crescent volunteer on first aid duty was shot in the head and killed by an unknown shooter.",Pending,Media
1489,2012,6,22,Afghanistan,Paktia,Gardez,Gardez,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Ambush,Road,33.6035341,69.22790791,Unknown,Unknown,"Two subcontractor's drivers were kidnapped and their truck set on fire.",Yes,"Focal Point"
1486,2012,6,23,Afghanistan,Kandahar,Kandahar,Nawa,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Roadside IED",Ambush,Road,32.23199,65.90224,"Non-state armed group: Unknown","Not applicable","One national staff member was driving home from private party when he struck RIED - his left leg was amputated.",Yes,"Focal Point"
1322,2012,6,29,Kenya,"North Eastern",Garissa,"Ifo Camp area, Dadaab",0,7,0,0,0,0,1,2,0,3,0,0,4,4,1,2,4,7,6,1,0,Kidnapping,Ambush,"Project site",0.1153207,40.3143522,"Non-state armed group: Regional",Unknown,"Four international staff of an INGO were kidnapped, two national staff wounded, and a national staff driver killed when Somalia militants ambushed their two-car convoy driving through the Dadaab refugee camp. The internationals were released three days later.",Yes,"Official Report"
1323,2012,7,3,Philippines,Pampanga,3rd,,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,Shooting,Ambush,Office/compound,15.0251068,120.6870474,Unknown,Unknown,"A Dutch national working for a local NGO was shot and killed by morotrcylce riding gunment in front of his office.",Yes,"Official Report"
1324,2012,7,4,Afghanistan,Daykondi,"Khadir ","Dara Khudi",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack",Unknown,33.68971,66.55116,Unaffiliated,"Not applicable","Two national NGO vaccinators of a local NGO were approached by two armed men, who severely assaulted one of the vaccinators, leaving him with severe but non-life threatening injuries. The motive is reportedly a personal dispute between the victim and the perpetrators.",Yes,"Official Report"
1334,2012,7,4,Afghanistan,Wardak,Saydabad,Hasankhel,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,34.00037,68.71346,"Non-state armed group: National",Unknown,"An NGO staff member was stopped and forcibly detained by armed opposition members on his way to his home village. He was released two days later after intervention by village elders, paying a fine, and promising to cease work for the NGO which the opposition group said was not properly ""registered""",Yes,"Official Report"
1550,2012,7,10,Afghanistan,Helmand,,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,31.341322,63.993456,Unknown,Unknown,"Male national staff was kidnapped while traveling on road during vaccination campaign. He had previously been warned to stop working. He was held for a few days and released unharmed.",Yes,"Focal Point"
1325,2012,7,10,Afghanistan,Faryab,Qaysar,"Nahrin (Qaysar-Almar road)",2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Ambush,Road,35.68747,64.29318,"Non-state armed group: Unknown","Not applicable","Armed groups stopped two trucks carrying food aid, kidnapped the drivers and burned the vehicles. One driver was released on 10 July, following negotiations with local elders. The other driver escaped on 14 July.",Yes,"Official Report"
1326,2012,7,10,"Syrian Arab Republic","Deir ez-Zor","Deir ez-Zor","Deir ez-Zor",0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,"Individual attack","Project site",35.336,40.145,Unknown,Unknown,"A Syrian Red Cross worker was shot and killed while on duty on an ambulance",Yes,"Official Report"
1541,2012,7,10,"South Sudan","Central Equatoria",Juba,Juba,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Shooting,Unknown,Unknown,4.848925,31.582724,Unknown,Unknown,"One INGO female staff member was shot and killed.",Yes,"Focal Point"
1327,2012,7,11,Somalia,Mudug,Gaalkacyo,Badweyn,0,4,0,0,0,0,0,1,1,2,0,0,2,2,0,1,3,4,3,1,0,Kidnapping,Ambush,Road,6.76972,47.43083,"Non-state armed group: Subnational",Unknown,"Two Kenyan aid workers and a Somali doctor working for an international NGO were kidnapped by Somali pirates, and their driver was wounded. UPDATE: After nearly two years, the three kidnapped staff were released on 5 June 2014.",Yes,Media
1328,2012,7,12,Afghanistan,Badakhshan,Nusay,"Jamarj-e Payan",0,3,0,0,0,0,0,1,0,1,0,2,0,2,0,3,0,3,0,0,3,"Other Explosives",Raid,Office/compound,38.4435,70.80413,Unknown,Unknown,"An unknown group lobbed a grenade into an INGO compound, induring three: 2 international and 1national staff. Suspected motive was intimidation, but details are unknown.",Yes,"Official Report"
1335,2012,7,12,"South Sudan","Central Equatoria",Juba,"Juba, Jebel Kujur",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,"Individual attack",Home,4.75,31,Unknown,Unknown,"UN staff was shot dead in his house in Hai Lokwilili behind Jebel Kujur near the Ministry of Animal Resources.",Yes,"Official Report"
1336,2012,7,14,Afghanistan,Wardak,"Dai Mirdad ","Dasht-e Naw",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,34.25,68,"Non-state armed group: National",Unknown,"A nurse working for an NGO-run clinic was kidnapped by a dozen armed opposition members on motorcycles and held for three days. He was interrogated to determine whether he had any government affiliation, and when it was determined he did not he was allowed to call his family and village elders for a negotiated release.",Yes,"Official Report"
1532,2012,7,15,Kenya,"North Eastern",Garissa,"Dadaab, Dagahaley camp",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Roadside IED",Ambush,Road,0.188463,40.283483,Unknown,Unknown,"One INGO incentive worker guard was injured when a Police vehicle escorting the INGO team was targeted by an IED.",Yes,"Focal Point"
1546,2012,7,18,Chad,Ouadda,Ouara,"Eastern Chad refugee camps",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Raid,Office/compound,13.5288319,21.0410733,Unaffiliated,"Not applicable","One male international staffer injured when 50 to 60 Chadians raided the INGO compound.",Yes,"Focal Point"
1337,2012,7,20,Pakistan,Sindh,Malir,"Gadap Town",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,"Individual attack",Unknown,26.13456,68.7696,Unknown,Unknown,"A UN local staff member working on the polio eradication campaign was shot and killled in a targeted attack.",Yes,"Official Report"
1338,2012,7,29,Afghanistan,Lowgar,"Pul-e Alam","Qala-ye Juma",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Combat/Crossfire,Unknown,33.99529,69.02274,"Non-state armed group: National",Unknown,"An NGO staffer was wounded in a cross fire between the Afghan National Army and armed opposition.",Yes,"Official Report"
1342,2012,7,31,"Libyan Arab Jamahiriya",Barqah,Benghazi,Benghazi,0,0,0,0,7,0,0,0,0,0,0,0,7,7,0,0,7,7,7,0,0,Kidnapping,Ambush,Road,32.117076,20.0670036,Unknown,Unknown,"Seven staffers of a foreign Red Cross society were kidnapped after their vehicle was ambushed in Benghazi.",Pending,Media
1617,2012,7,31,"Syrian Arab Republic",Damascus,Damascus,Al-Midan,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,Shooting,Unknown,"Public location",33.5,37.38333,Unknown,Unknown,"A UN staff member was struck by a bullet.",Yes,"Official Report"
1339,2012,8,2,Pakistan,"Khyber Pakhtunkhwa",Charsadda,Charsadda,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,"Other Explosives",Raid,Office/compound,34.1509848,71.7593219,Unknown,Unknown,"Two staffers of a local NGO were injured when unknown assailants lobbed a grenade over the wall in their newly established compound",Yes,"Official Report"
1340,2012,8,4,Sudan,"South Kordofan",,,2,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,2,2,0,0,Shooting,Ambush,Road,11,31,Unknown,Unknown,"One UN staffer was killed and one wounded when traveling in a marked UN vehicle, fired upon by two unknown assailants.",Pending,Media
1341,2012,8,5,Afghanistan,Baghlan,"Andarab ","Seya Dara ",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Unknown,Unknown,35.60802,68.68027,Unknown,Unknown,"A national staff member of an NGO was abducted and beaten by four armed men who knew of his NGO affiliation and demanded ransom. He was released folowing intervention from local community leaders.",Yes,"Official Report"
1343,2012,8,9,Afghanistan,Farah,"Gulistan ","Talikamand (Gulistan-Delaram Main Road)",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,32.35,63.37333,Unknown,Unknown,"A doctor working for a national NGO was kidnapped while traveling on public transportation. He was released following negotiations by community leaders.",Yes,"Official Report"
1487,2012,8,11,Afghanistan,Paktia,Gardez,Gardez,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,4,0,0,"Complex attack",Ambush,Road,33.6035341,69.22790791,"Non-state armed group: Unknown","Not applicable","Four local guards were injured by bullets and shrapnel from IEDs/RPGs when their convoy was ambushed.",Yes,"Focal Point"
1488,2012,8,22,Afghanistan,Paktia,Gardez,Gardez,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,2,2,0,0,Kidnapping,Raid,"Project site",33.6035341,69.22790791,Unknown,Unknown,"One local guard was kidnapped and one international guard was injured when a subcontractor's worksite was attacked.",Yes,"Focal Point"
1344,2012,8,27,Somalia,"Lower Shabelle",Marka,Shalambod,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,"Individual attack","Public location",1.8427539,44.5937239,Unknown,Unknown,"A UN national staffer was shot and killed in Marka. The reasons behind the killing are unknown.",Yes,Media
1345,2012,8,29,Afghanistan,Balkh,"Kaldar ","Pastoki and Hairatan",0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,1,0,1,"Vehicle-born IED",Ambush,Road,37.20444,67.65944,Unknown,Unknown,"A remote control IED detonated near an international organization's vehicle, injuring two national staff members.",Yes,"Official Report"
1491,2012,8,29,"Libyan Arab Jamahiriya",West,Sirte,Sirte,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Raid,Home,32.87519,13.18746,Unknown,Unknown,"One security guard suffered wounds to the head when two armed perpetrators broke into an INGO guest house in a robbery.",Yes,"Focal Point"
1346,2012,9,2,Afghanistan,Faryab,"Pashtun Kot","Tailan (Maymana-Kohistan Road)",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,35.82137,64.76505,Unknown,Unknown,"An national NGO staffer was wounded by small arms fire at an illegal checkpoint",Yes,"Official Report"
1347,2012,9,2,Afghanistan,Balkh,"Mazar-e Sharif","Mazar-e Sharif",0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,"Vehicle-born IED",Combat/Crossfire,"Public location",36.7,67.116667,"Non-state armed group: National",Unknown,"An RCIED attached to a bike detonated next to the entrance to the Department of Information and Culture, injuring 7 local civilians (including 1 IO and 1 NGO staff member)",Yes,"Official Report"
1348,2012,9,6,"Syrian Arab Republic","Rural Damascus",Darayya,"Yarmouk Camp",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shelling,Combat/Crossfire,Home,33.470376,36.30053,Unknown,Unknown,"A UN national staffer was killed, along with his son, when shells hit their home.",Yes,"Official Report"
1349,2012,9,9,"Syrian Arab Republic",Damascus,Damascus,Damascus,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Unknown,"Public location",33.5130695,36.3095814,Unknown,Unknown,"A UN national staffer was shot and killed on his way to work. It is unknown if it was a targeted attack or a stray bullet.",Yes,"Official Report"
1509,2012,9,20,Somalia,Banadir,Banadir,Mogadishu,0,2,1,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,2,0,1,"Body-borne IED",Combat/Crossfire,"Public location",2.11667,45.4,"Non-state armed group: Regional",Unknown,"Two Somali watchmen working for an INGO and a LNGO staff were among those who were killed when two BBIED targeted Village Restaurant in Xamar Weyne District",Yes,"Official Report"
1351,2012,9,24,Afghanistan,Konar,Dara-e-Pech,"Bar Kandy",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Combat/Crossfire,Home,34.95455,70.91427,"Non-state armed group: National",Unknown,"A local NGO staffer was wounded at home by a stray bullet during a clash between Afghan soldiers and armed opposition forces.",Yes,"Official Report"
